Topic ID,Discussion ID,Argument ID,Is Argument?,Stance,Relevance,Logical Quality,Rhetorical Quality,Dialectical Quality,Conclusion,Premise,Comment
0012,00044344,00000002,True,Pro,4,4,4,4,Glass bottles should replace plastic bottles,"Plastic bottles are not hygiene enough. If the plastic bottles have a tiny gap, bacteria & viruses can hide in there and get into our body. Also,plastic is not biodegradable, but photodegradable. And in reality, most plastic does not ever disappear, but becomes long-lasting ""plastic dust"". When items like plastic bottles break down, they readily soak up (and release) toxins that then contaminate soil and water, as well as harming animals that ingest plastic fragments.",
0012,00044344,00000004,True,Con,1,1,1,1,Glass bottles should replace plastic bottles,"These sources say that USA uses 1500 plastic bottles on average per second, and in 2010, 42.6 billion plastic bottles were produced. Glass bottles would be too costly and can't replace plastic. Many people will die of dehyration because of your stupid idea. Increase the character limit!",
0012,00044344,00000005,True,Con,1,2,2,2,Glass bottles should replace plastic bottles,"You will be the death of us all. If water was sold in plastic bottles, people would be forced to drink tap water and use other containers. You just can't produce enough glass to meet the demand. What's more, glass is extremely fragile and will break if I drop it, but plastic bottles won't. I know plastic bottles harm the environment, but glass bottles would take up even more energy and resources, which would do equal or more damage to the environment. Plastic bottles for life!",
0012,00044344,00000006,True,Con,2,3,3,2,Glass bottles should replace plastic bottles,"You can't say use aluminium, you have chosen to use glass to replace plastic bottles. Cans and bottles are nearly same. Plastic can be recycled and reused, glass once broken isn't reusable. Plastic is more durable than glass. Tap water needs to be boiled in certain areas to be drinkable, which would increase fuel consumption. Plus, plastic bottles can't be used as a weapon, but glass bottles can shed blood. Glass can reflect light and cause distraction, plastic can't. Overall, vote for con",
0013,00012591,00000001,True,Pro,2,1,1,2,The death penalty should be abolished.,"The death penalty should be abolished. Death penalty-the punishment of execution, administered to someone legally convicted of a capital crime. ""The death penalty is ineffective as a deterrant, and the appeals process is expensive and cruel to the survivng family members.""-Martin O'Malley ""The death penalty issue is obviously a divisive one. But, whether one if for or against, you can nt deny the basic illogic, if we know the system is flawed, if we know that innocent people are on death row, then until the system is reformed, should we not allow the death penalty to protect those who are innocent?""-Richard LaGravanese ""My objection to the death penalty is based on the idea that this is a democracy, and in a democracy the government is me, and if the government kills somebody then I'm killing somebody.""-Steve Earle",
0013,00017472,00000001,False,Pro,-2,-2,-2,-2,The Death Penalty Should be Abolished,"Hello all! This debate is on the abolishment of the death penalty. Definitions death penalty: the legally authorized killing of someone as punishment for a crime. abolishment: to end the observance or effect of Layout Round 1: acceptance Round 2: ALL arguments presented Round 3: rebuttal (no new arguments) Round 4: rebuttal pt. 2 (no new arguments) Round 5: conclusion/closing statements (no new arguments) Please note that this debate will be carried out in a formal manner, with extensive arguments that are expected to be well-written and respectable. -------------- I accept this debate, and will argue on the pro side, claiming that the death penalty should, or ought to be abolished. I await acceptance of this debate.",None
0013,00017472,00000006,True,Con,1,1,1,1,The Death Penalty Should be Abolished,I believe that the the death penalty should not be abolished.,
0013,00019580,00000004,False,Con,-2,-2,-2,-2,Should we abolish death penalty,"I myself will be arguing that the death penalty should not be abolished and should be continued, First round is for acceptance.",None
0013,00020935,00000002,True,Pro,3,3,3,3,Death Penalty should be abolished in the US,"I don't think I have anything to say to that. My opponent presents a history of the death penalty. That is fantastic, but it is totally irrelevant. P1-Not an effective deterrent My opponent offers 0 evidence to contradict anything claimed about the effectiveness, or lack thereof, of the death penalty. If the death penalty is not effective, it should not remain legal. P2-Mistakes My opponent has failed to address anything about the mistakes made in sentencing and conviction of death penalty cases, or the instances of mistakes in actual the actual executions. If the death penalty cannot be administered constitutionally, and the law cannot be applied fairly without error, the death penalty should not remain law. P3-Cost My opponent didn't respond to any of the multiple studies about the expensiveness of the death penalty, or the fact that other means are cheaper. If the death penalty is not deterring crime, and many mistakes are made, then there should be no money wastefully spent on the death penalty because other means are cheaper. Barring any response to these points, I think the votes will have to go my way. The death penalty is not effective, it is not applied correctly, and it is not cheap. For these reasons it should be repealed.",
0013,00028456,00000001,True,Pro,3,2,3,2,The government should abolish death penalty,"As I believe that government internationally should abolish capital punishment; I will accept this debate. India's economy is not something I am familiar with; therefore there's no economic argument that I can relatively debate with accuracy. However, I believe there are several other logical arguments for the abolishment of death penalty. 1. Prison life is worse than death To justify that prison is worse than death, my opponent will need to understand the goal of prison. Prison takes away all rights to members of society; and takes away the one thing that the death penalty can not. A will to live. The death penalty is an easy way out, a free of guilt option to many prisoners. Prison life gives prisoners the chance to feel the suffering and loss of something that the family or friends of the criminals victims feel. Whether it be robbery, murder, rape or any other serious crime; prison can be much more effective. Not to mention the abuse of many prisoners.",
0013,00028456,00000004,True,Con,1,1,2,1,The government should abolish death penalty,"I feel that if someone who has done a mass murder and taken into custody and let lose by given bail, I think it is not right to let lose a criminal.He might still commit some crime and still kill some more people.Why should we leave people who have committed serious crimes and let them out of jail by giving them bail?People say that in India it is easier to get bail than bhel poori(a chaat dish)at a restaurant.They say that if we kill the killer, we are no less than the killer.So the best thing to do is to get the criminals hanged to death instead of providing them with all the facilities in jail. The government should not abolish death penalty and must be strict and bring the criminals to justice by hanging them and not grant them bail at all.As I said ,the problem in India is that you get bail very easily.Anybody reading this shall try to answer for this argument but you can also you can support me with my debate.It is open to all and please respond to this debate with good rebuttal.",
0013,00032178,00000001,True,Pro,3,3,2,3,The United States should Abolish the Death Penalty,"The death penalty is counter productive because in a criminal justice system like the United States people are bound to slip through the cracks who did not commit a crime, and be executed for a crime they didn't commit. Legal experts and statisticians from Michigan and Pennsylvania used the latest techniques to produce a PEER REVIEWED (that is very important for validity) study that showed that at least 4.1% of people who were given the death penalty since the 1970's were later proven as well as anything can be proven to be innocent. This is an impressive figure, because what this shows that, if the point of the death penalty is retribution for families of victims of murder, the death penalty is counter productive when people innocent of that crime are executed. Keep in mind, if you are pro death penalty you are accepting that some people who were innocent will slip through the cracks. Article: Study the article was based on: On top of the counter productivity, I have heard the argument that the death penalty actually costs less than a life sentence, but this is false on every front. 1) Until some one is finally executed the regular prison price is being paid while they are on death row, meaning a death penalty does not get rid of the prison cost. 2)It costs $2,000,000 to $5,000,000 in tax revenue for each death penalty case for trials and appeals, while for an entire 40 years in prison it costs $1,000,000-$1,250,000. So the death penalty is much more expensive than a life sentence.",
0013,00032207,00000001,True,Pro,4,3,3,4,Abolish the Death Penalty,"In my opinion the death penalty in the United States should be abolished because of its current extreme financial costs and the possibility of accidently executing innocents. Executing criminals is not worth it if the cost of doing so is radically more than simply confining them for life and the chance of mistakenly executing an innocent. DNA evidence has already proven some thought to be criminals as innocent. New inventions in technology may also free innocents as DNA technology has, but If they have already been executed it is too late for them to freed. The small deterrence effect of the death penalty is nowhere near effective enough to justify the financial cost of the death penalty in the United States nor the possibility of executing innocent civilians. Report of the California Commission on the Fair Administration of Justice (2008) ""Using conservative rough projections, the Commission estimates the annual costs of the present (death penalty) system to be $137 million per year. The cost of the present system with reforms recommended by the Commission to ensure a fair process would be $232.7 million per year. The cost of a system in which the number of death-eligible crimes was significantly narrowed would be $130 million per year. The cost of a system which imposes a maximum penalty of lifetime incarceration instead of the death penalty would be $11.5 million per year."" -",
0013,00032207,00000004,True,Con,1,1,3,1,Abolish the Death Penalty,"My opponent is clearly basing all of his argument on the fact that the death penalty costs a lot of money. While it is true that the U.S. has trillions of dollars in debt, we must not cut budgets for giving justice to those who deserve it. Rather then that, we should cut the funding for things such as our military which right now the U.S. is giving $663.8 billion [2] and the United Nations. The U.S funds the UN more then anyother country of the world. We fund 22% of the UN's regular budget[3]. This comes to my questions. Do we really need a military with that much funding? Do we really need to fund the UN that much? in the Pledge of Allegiance to the American flag we say... ' I pledge of Allegiance to the flag of the United States of America, and to the Republic for which it stands one nation under God with liberty and Justice (key word) for all.' [3] At the end it says 'justice for all', if we were to not give the proper punishment to those who deserve it then we are not giving justice are we? In Conclusion, Rather then cut funding for justice we should cut funding for other things like our military and the UN. We promise to give justice for all, and therefore we must keep that promise. The U.S. should not abolish the death penalty. Vote Con [1] [2] [3]",
0013,00032440,00000001,False,Pro,-2,-2,-2,-2,Resolved: The United States of America should abolish the Death Penalty,"=Resolution= This debate will be about whether the United States should abolish the Death Penalty. ""The death penalty, i.e. capital punishment, is ""execution of an offender sentenced to death after conviction by a court of law of a criminal offense."" [1. Currently 32 states and the Federal government have a death penalty. [2. I will argue that the U.S should abolish the Death Penalty. while Con would argue against it, and support keeping the Death Penalty. No K's",None
0013,00034904,00000005,False,Con,-2,-2,-2,-2,The Death Penalty Should be Abolished,"This debate will be going to Kasmic! Resolved ""The Death Penalty Should be Abolished"" I as Con will argue why we should not abolish the death penalty. Pro will be arguing as to why we should abolish it. Definitions: Death Penalty- the punishment of execution, administered to someone legally convicted of a capital crime. ( Abolished- formally put an end to (a system, practice, or institution) ( This will be a quick short debate. 3 hours between rounds with 3,000 character limit. The debate structure will be as follows: R1- Acceptance R2- Opening arguments from both sides. R3- Rebuttals R4- Closing statements.",None
0013,00042670,00000001,False,Pro,-2,-2,-2,-2,The Death Penalty Should be Abolished,"Hello all! This debate is on the abolishment of the death penalty. This is one of my favorite debate topics, so I hope for a great challenge! Definitions death penalty: the legally authorized killing of someone as punishment for a crime. abolishment: to end the observance or effect of Layout Round 1: acceptance Round 2: ALL arguments presented Round 3: rebuttal (no new arguments) Round 4: rebuttal pt. 2 (no new arguments) Round 5: conclusion/closing statements (no new arguments) Please note that this debate will be carried out in a formal manner, with extensive arguments that are expected to be well-written and respectable. -------------- I will argue on the pro side, claiming that the death penalty should, or ought to be abolished. I await acceptance of this debate.",None
0013,00042670,00000006,False,Con,-2,-2,-2,-2,The Death Penalty Should be Abolished,I will be arguing that the death penalty should not be abolished.,None
0013,00043645,00000001,True,Pro,3,3,1,2,The Death Penalty should be abolished,"Hi, I wanted to discuss a very important issue: the Death Penalty As a progressive I'm against it and my view is getting more and more support as I see that those in favor of the Death Penalty have little or no valid argument. Here are some fact: _The Death Penalty costs more than life imprisonment _There is absolutely no evidence that it deters crime (just look at crime rates in the US compared to Europe wich abolished it) _For every 100 executed prisoners there are likely 4 innocent people being executed _It diminishes society to the same moral level as the criminals _Human behavior is mostly determined by the environment and can be changed by a caring environment (in approx. 80% of violent criminals) -The countries who abolished it usually have lower crime rates then those who didn't _The Death Penalty creates a society that promotes revenge and bloodthirst After all these arguments I know no Death Penalty supporter who was able to give me a valid reason why I should support it. So I'm asking the the Death Penalty supporters in the Debate.org community if they are able to do so (I don't think so but I'm an open-minded individual)",
0014,00000549,00000002,True,Pro,3,4,4,3,"""White people"" in America have an affirmative duty to combat systemic racism.","I completely agree that neither white people nor black people are responsible for the individual acts of there members - a white person is not liable for the shootings in Charleston any more than a black person is liable for the DC Sniper shootings. Instead I am arguing that when systemic and institutionalized problems exist within a group, like racism or extremism, members of that group have an affirmative duty to combat the source of those group-wide issues. In other words, I am arguing that because systemic racism exists within white culture and institutions, white people have a duty to engage their peers who contribute or encourage racism or they themselves are implicitly contributing to racism. Similarly, it could be argued that Christians and Muslims have a duty to reach out to those misusing their faith or they too are contributing to the problem of extremism and hatred via their silence. For example, don't all Catholics have an affirmative duty to combat pedophilia within the Catholic church, since child molestation has been recognized as being a systemic problem within the church? Having a duty to act to change group problems within a group differs from being responsible for the individual actions of members of a group. White people, like people of color, black people or religious groups, have a duty to combat group-wide problems that negatively impact society and their group's reputation. This is wholly distinguishable from holding the entire group responsible or liable for the actions of its members.",
0014,00002439,00000002,True,Pro,3,4,3,3,White privilege is impossible and doesn't exist,"There seems to be a misunderstanding over the word 'rich', so I'm here to clear that up. This argument suggests that rich is perhaps on the level of a Gates or Buffet, yet in reality rich is simply a comparative term. This means that IN RELATION to the black and hispanic community of the USA (say) those who are caucasian tend to be financially much better off. According to this rich only means one thing: rich : having a lot of money and possessions another argument that shows that racism and classism have nothing to do with each other is this Appalachia, not Bed-Stuy, Sunset Park, or Compton, is the poorest part of America. Poverty doesn't equate to a dangeorus neighborhood. Factors such as crime, lack of father figure, corruption, urban decay lead to this. Segregation doesn't cause poverty. Spanish and black neighborhoods were some of the most superior neighborhoods during segregation. Blacks and Spanish built their own schools. Most white people are commoners, just like people of every other race. Racism has nothing to do with class. During Jim Crow, most Southerners were commoners who didn't like other races. Classism had nothing to do with racism ever. White privilege implies that rich people are responsible for racism. Dead wrong. In fact, the most common racism came from populists in the USA. Racism is in fact a tribal thing. White privilege doesn't exist. Does white favoritism (favoring of whites over other races in things like legal protection, rights, etc) exist? Yes. But not white privilege. IT just is impossible",
0014,00003745,00000005,True,Con,4,4,4,4,Whites are inherently racist,"'Whites have oppressed minority races for as long as they have existed.' this is certainly true, however, i do not believe that whites are born to be racist, they are raised to be racist. The entire western culture is one of racism. However, not all whites accept societies attempt to make them racist. I will use myself as an example:, I am white, I was born and raised in the UK with a reasonable amount of racism around (mostly in the older generations). Yet I am not at all racist, I advocate for open borders, I support the black lives matter movement, I support the reform of all police. I am the opposite of racist and yet you label me as one just because I am white. You are yourself making a racist argument, that all Whites are inherently racist, that's a racist statement. I myself have many friends so I know how the younger people of today behave in terms of racism, the friends I have who are white, 1 is racist towards Muslims, the other 50+ actually shun that person for being a racist, we have many friends of eastern European or African descent who we treat with the utmost and equal respect as everyone else. Your argument is an incorrect stereotype.",
0014,00005565,00000003,True,Pro,4,2,4,2,Racism: Alive and Doing Well,"Racism is a virtue. You know why? There exists races. Racism exists among the races. Black people, Asian people, White people, Track and Field, Cross-Country, Sprinting. Racism is everywhere. Where there are races, there is racism. Racism thrives to live and exist. It is not alive and doing well, but it existent in a world where racism exists. Vote Pro to know why even though he won't tell you anything, but do it anyway because I know you want to due to the semantics of the logistics of farting.",
0014,00005565,00000006,True,Con,4,2,3,3,Racism: Alive and Doing Well,"accumulationofam forfeited this round. Pro Racism is a virtue. You know why? There exists races. Racism exists among the races. Black people, Asian people, White people, Track and Field, Cross-Country, Sprinting. Racism is everywhere. Where there are races, there is racism. Racism thrives to live and exist. It is not alive and doing well, but it existent in a world where racism exists. Vote Pro to know why even though he won't tell you anything, but do it anyway because I know you want to due to the semantics of the logistics of farting.",
0014,00014571,00000002,True,Pro,2,1,1,1,"Racism in America has always been white/non-white, not black/non-black or black/white","Slavery has taken a major effect in our society, Not true... racism was bought to America because Europeans (especially Protestant and Jews from Northern European countries) had feelings of superiority towards other races, white lead them to oppress the Native people and steal their land. but to argue your point, in history white men and women have been slaves. Sir, read my question. It's about white racism against non-white (hence ""white/non-white"") as opposed white or non-black racism against blacks (""black/non-black"";""black/white"") During the period of slavery there was nearly 10,000 free black slaves, which most of them owned black slaves themselves. It's not the issue at hand here sir. Racism has affected all non-whites in America All non-black victims of white lynching. I didn't add any black photos cause the main emphasis here is other races who were victims of lynching.",It's hard to extract an actual statement from the text.
0014,00016222,00000001,True,Pro,4,3,4,3,White Privilege Exists,"While it may not be obvious white people do have more privileges than minorities, just think about white people are the majority the rest are minorities. Though don't get me wrong white people can experience racism, just saying that white people can't experience racism is racist within itself. But to get back on topic there have been studies that have shown that white people are more likely to get jobs than minorities.",
0014,00018069,00000001,True,Pro,4,4,4,3,Does Chess Promotes Racism,"My argument: International Chess do not promote racial discrimination -White and black are two inverted basic colors. They can be used to describe Taoism in Chinese (An ancient religious tradition that describes the evil and the good). -The fact that this is called the ""International Chess"". Do you believe that black and white describes racism around the world? Is there racism in Asia that includes the color black and white?",
0014,00018069,00000002,True,Pro,3,3,3,2,Does Chess Promotes Racism,"What do you mean by that? -Checkers is also an international board game. -As mentioned earlier, the colors black and white are only used to describe the racism happening in America; they do not apply racism to other countries. -Checkers also come in red and black colors.",
0014,00018069,00000004,True,Con,4,4,3,3,Does Chess Promotes Racism,Chess is the Game of Intelligence but it was Two kinda of Peices these are Whites and Blacks. And as they say White have more advantage then Black from Beginning. I am taking CON side because I am Ameature Chess Player. And I also won Black games more then Whites. and I love Chess. Some say chess promotes Racism. Do you think Same ??,
0014,00018069,00000005,True,Con,3,3,3,3,Does Chess Promotes Racism,Chess Doesnt Promotes Racism as these are Just Basic Colours White and Black. then Checkers is Also the same. Chess is the best Casual Game,
0014,00025759,00000010,True,Con,4,2,3,3,Malcom X Was Better Than Dr.king,Malcom X was a hypocrite; he used racism that existed against blacks to excuse racism against whites. Dr. King wanted to end racism on both sides of the fence whereas Malcolm X was bloodthirsty for revenge.,
0014,00034140,00000001,False,Pro,-2,-2,-2,-2,Resolved: Institutional Racism is Significantly Present in America,"In this debate, I'll be arguing in favor of the resolution that institutional racism is both present in America, and present to a ""significant"" degree. Definitions: Institutional racism: societal patterns that have the net effect of imposing oppressive or otherwise negative conditions against identifiable groups on the basis of race or ethnicity. [1] Significant: Sufficiently""great or important to be""worthy of attention;""noteworthy. [2] America: The United States of America. [1] [2] First round is for acceptance. I'll have the burden of proof to provide evidence to support the resolution. Con is responsible for refuting my assertions and evidence.",None
0015,00006527,00000006,False,Con,-2,-2,-2,-2,religions are atheists to each other,Unnecessary to the debate and off topic you did not refute my point .,None
0015,00008228,00000004,True,Pro,3,1,3,2,Religion only causes harm,"My opponent continues to not grasp my position. He thinks I am saying that religion makes charity bad. I am not saying that at all, I am saying that attaching religion to charity makes it worse then it would have been if it had not been attached to nonsensical ideas. Remember religion as defined is a set of ideas, not just one. My opponent continues to commit the fallacy of composition over and over again. He points out that charity is good and asserts that the set must be good. I on the other hand have argued that forcing charity into a set of other ideas that are both good and bad, is harmful because it would be better to allow charity to stand on its own merits. I don't think my opponent is grasping this. Its this simple: I give a college student a bag of presents, here is what is in the bag: text books for his next set of classes, a e-card for the caf, and a uncaged angry gaboon viper. If I asked if the present was overall good, it would be a no, as the uncaged gaboon viper being wrapped up in the deal makes it worse then it would have been had that gaboon viper not been included. Including unnecessary bad things into a package always brings it down compared to what it would have been if you allowed the person to accept each one on his own.",
0015,00009597,00000004,True,Con,2,3,3,2,Learning about other religions at school is a waste of time,"I don't see anything wrong about giving a student a chance to follow what they actually believe in. If somebody has no idea of the belief's of another religion, how can they possibly be part of it. I am not saying schools should have RE lessons anymore than they do, but if they taught a variety of religions rather than going into unnecessary detail about one religion that only half the class believes in, it would be more educational and useful. You mentioned that teaching multiple religions would cause conflict. I struggle to see how teaching only one religion would be less discriminating, let alone cause less conflict. I believe that teaching multiple religions would provide a chance for young people to follow their beliefs, cause less conflict and give a chance for students of other religions to learn more about their traditions, beliefs and expectations.",
0015,00010759,00000002,True,Pro,3,2,2,2,We should take under God out of the pledge of allegence,"It is true that over 70% of surveyed Americans said they were Christian/ believed in God, according to several polls[1], but that number is quickly declining[2]. Also, it is unnecessary to mention religion at all. I said earlier that it was put there to end the ""threat"" of communism, discriminating now against many religions AND a political group with great ideas and a bad reputation[4]. Even if you are against communism, the big 'war' on it is over and it is time for it to be gone. It is even against the law to discuss religion at school[3](to quote it says ""When it comes to religion, public schools must obey two legal requirements that are hard to reconcile: let it be, and push it away"", so this shouldn't be allowed). It is hypocritical for those who enforce that law like teachers to make us talk about God every day. It feels weird saying it ,too. Imagine yourself saying ""One nation, under no God"" or ""One nation, under Allah"". It's not fair to have to make kids have to say those, In conclusion, we should not have ""Under God"" in the Pledge of Allegiance because fewer and fewer people believe in God, it is unnecessary, discrimination, technically illegal, and unfair. I look forward to your counter arguments. Sources: 1: 2: 3: 4:",
0015,00014108,00000001,True,Pro,3,2,2,2,To be religious is to also have a mental disorder.,"there is no mental disorder that isnt religious.. besides due to physical damage like brain damage basically i would classify a mental disorder as following unnecessary limitations.. and on the other side are the necessary, non religious as religion is to rely on i contend that any religion is a set of unnecessary limitations for them to be religious limitations.. or flaws",
0015,00018560,00000001,False,Pro,-2,-2,-2,-2,It is unjust to prove or disprove someone's religion.,"You know the drill. First round is acceptance. It is completely unnecessary to go in people's faces and prove your religion in rude way. It's also unnecessary to disprove someone's religion and try to prove yours is more ""logical.""",None
0015,00021778,00000002,True,Pro,3,3,3,3,Religions do the world more bad than good,"Thank you for accepting my debate. So, I will start with this link here: If you go to that site, you will see many quotations from the bible about how homosexuals should be put to death. Since I respect homosexuals and think they are natural (here is a link to sustain my argument: ) I obviously can't accept this. As you can see, a religious book is punishing something natural with death. This leads to discrimination from true bible believers, and is obviously unacceptable. This is a way in which religion is damaging society. Take, for example, the Islamic State. No matter how wrong their interpretation is, it is still an interpretation, and wouldn't exist without the religion in the first place. The crusades are another example; they put thousands to death just to get their holy city back. Moving on, some say religions build morals, but I disagree. Buddhism, which, if you look closely is not a religion, but a philosophy, has morals even without the belief in god (and no Buda was not a god). Besides, what kind of morals does religion sustain in the first place? Back to the first link, Christianity is saying something natural is immoral, even though it obviously isn't. (Here is a link on things the christian god did that I find unacceptable [as well as bible mistakes]: ) And just because someone is not religious, doesn't mean that person doesn't love or care about others, so obviously religions are unnecessary to achieve morality. I could continues but have decided to continue gradually in my other rounds after I see what you are aiming at. Thank you again.",
0015,00029841,00000004,True,Con,3,2,3,3,Organized Religion,"My position is that all organized religion is simply a relic of the dark ages. Religion depends on blind faith rather than evidence and reasoning, as godless science does. I'm not saying you can't have a personal God, but ORGANIZED religion, wherein a rigidly held theistic belief is taught in a systematic way, including the indoctrination of the children of those who believe in their system, without giving them a real chance to choose for themselves, is accepted by a relatively large group of people. Make any argument you can for organized religion, and any religion, at that. I will show how it is unnecessary or even detrimental to modern society.",
0015,00034200,00000004,True,Pro,4,3,2,3,Should Religion Be Abolished Completely,"I can not believe the notion that without religion then there would not be good people in the world, like Ghandi, he was a religious person but he did not do what he did because of religion he did what he did because of oppression. I shall end off with that Religion brings both good and evil to the world that would be there anyway so why do we need it, does it not seem like a useless effort that restricts many individuals actions and beliefs for no good reason other than God told me so Religion is unnecessary and unneeded and should be abolished Grate debate, thank you!",
0015,00035398,00000005,True,Con,2,2,3,2,Morals Exist Without Religion,"According to you, if morals did derive from religion, how would the world be a thousand times worse? Morals exist because man realized that he wanted to maximize his life, which is to do good. There would be no point in causing chaos and mayhem among others, which would cause unnecessary stress and other negative emotions. I pose you this question out of sheer curiosity: how can morality exist without God? You are right in saying that objective morality fails to exist. But you are wrong in saying that religion has nothing to do with morality. Religion is, in fact, based on morality. Why else would religion exist? What man is so powerful to have influenced on the world what is right and what is wrong? This is why I believe God is the reason for morality existing. (I hope you have realized that you have foolishly misused the word 'than' in the past rounds, the proper word being 'then'.)",
0016,00014397,00000001,False,Pro,-2,-2,-2,-2,The Bible is a reliable historical document,"The Bible is a reliable historical document. I will be Pro, 5 rounds but the first is acceptance, 8,000 characters, 72 hours, and I do have a few requests for my opponent. Please limit your arguments to only one or two that you feel strongly about. Also, please no dropping or adding arguments throughout the debate. This is not a debate for the existence of God, the identity of Christ, or the inspiration of scripture. This is the question of are the Biblical scriptures reliable documents. Is what was originally written down what we posses now? Has it been changed? Can we trust the Bible? So the first round is just to accept the debate, and then we'll proceed with the actual debate. Good luck and God bless whoever my opponent is going to be. I look forward to the debate.",None
0016,00014397,00000006,False,Con,-2,-2,-2,-2,The Bible is a reliable historical document,"Definitions Reliable: that may be relied on; dependable in achievement, accuracy,honesty, etc.[1] Historical: of, pertaining to, treating, or characteristic of history orpast events[2] Bible: the collection of sacred writings of the Christian religion,comprising the Old and New Testaments.[3] Burden of Proof My opponent's burden will be to affirm the resolution and show that the Bible is indeed a reliable marker of the beginning of the world, ext. My burden will simply be to refute my opponent's arguments and bring some of my own to show that the Bible does contain false historical information. Good luck and Satan be upon my opponent. [1]",None
0016,00028563,00000001,True,Pro,4,2,2,2,"The earth is about 6,000 years old","The historical evidence and scientific evidence indicates the earth is about 6,000 years old. The historical evidence I am using is the historical reliability of the Bible. In addition, there are significant anomalies in the earth model. Also, old earth dating methods such as radiometric dating have untested assumptions. My main defenses are: How old is the earth: 101 evidences for a young earth and universe: Historical reliability of the Bible: and",Ich habe ein doppeltes Argument zur Bewertung bekommen
0016,00028563,00000004,True,Con,4,2,2,2,"The earth is about 6,000 years old","The historical evidence and scientific evidence does not support the Earth being ~6,000 years old. The historical reliability of the Bible has been questioned heavily recently by scientists, scholars, and also amateurs. Old Earth Dating is reliable just read my sources and it becomes quite clear that there is overwhelming evidence for radioactive dating being reliable. Radioactive Dating: Reliability of it: (Quite a long read) How old is the Earth: 101 Evidences for a young earth and universe rebuttal: Historical reliability of the Bible:",
0016,00035676,00000001,False,Pro,-2,-2,-2,-2,The Bible is a reliable historical document.,"My last opponent's account was deactivated in the middle of the debate so I will be debating it again: The Bible is a reliable historical document. I will be Pro, 5 rounds but the first is acceptance, 8,000 characters, 72 hours, and I do have a few requests for my opponent. Please limit your arguments to only one or two that you feel strongly about. Also, please no dropping or adding arguments throughout the debate. This is not a debate for the existence of God, the identity of Christ, or the inspiration of scripture. This is the question of are the Biblical scriptures reliable documents. Is what was originally written down what we posses now? Has it been changed? Can we trust the Bible? Does it contradict history? That is how we must interpret the resolution. So the first round is just to accept the debate, and then we'll proceed with the actual debate. Good luck and God bless whoever my opponent is going to be. I look forward to the debate.",None
0016,00035676,00000006,False,Con,-2,-2,-2,-2,The Bible is a reliable historical document.,I accept! I'm thinking this is all that's needed when you say the first round is for acceptance?,None
0016,00035676,00000007,True,Con,3,2,2,3,The Bible is a reliable historical document.,"Unfortunately, I feel this debate is going to boil down to the existence of God because much of the Bible consists of claims which are physically impossible. Animals speak in several instances in the Bible, the first being the Adam and Eve story. In order for historians to generally consider a document a reliable historical guide, it needs to first abide by the rules of nature. If there was an account in the Civil War of amputees growing back limbs, there is no doubt that this document would be looked upon with severe skepticism. Perhaps some theists could have a different perspective of this phenomenon, but even if there were several eyewitnesses this is not enough to confirm the event. If one has an ""extended"" view of the laws of nature and reality, then I really don't know how to argue against that person besides debating their core premises that make up this reality. Perhaps this debate was better left to a Christian or a Jew with a different perception of the Bible. Frankly, if I truly believed in any of the impossible events listed in the Bible then I would have much less of an obstacle in terms of believing in the rest, and in that sense I understand you. Do you seriously take the creation myth literally? I know this is an obvious criticism (damn science) but it does seem to boil down to faith.",
0016,00035676,00000010,True,Con,3,2,3,2,The Bible is a reliable historical document.,"""Is what was originally written down what we posses now? Has it been changed? Can we trust the Bible? Does it contradict history?"" Can somebody in the comments explain to me why stories of sticks turning into snakes, animals speaking to people, or seas parting in two would be considered nonsense in every modern source but not the Bible? Do the events described contradict history? I'm quite sure they do. The premise itself was whether the Bible is a reliable historical document. I've made my case, and I implore that our conception of the possibility of events not be altered by the fact that it was ""a long time ago."" I can't engage Pro on his platform because certain core assumptions were never satisfied. I refuse to ignore blatant impossibilities in arguing about the ""reliability"" of a historical document. Core weakly tried to answer my queries with appealing to ""what if"" the Christian God did exist, but this is something that should have been spelled out in the premise rather than later rounds. From a purely historical view, rather than one that is faith or religion based, any text that claims physical impossibilities should be seriously questioned. The Bible should be considered no different from any other source in this sense if it's supporters insist it be judged on that strict historical standard. I wish Pro good luck in his future debates and intellectual development.",
0016,00040654,00000002,True,Pro,4,3,3,3,Jesus Christ never existed.,"First I want to thank my opponent for accepting this debate. The evidence of Pliny and Tacitus has been called into question. As for the livescience, it says the Bible is the most reliable source. In fact, your own livescience link shows the problem with the wood chips. "" In brief, if all the pieces that could be found were collected together, they would make a big shipload. Yet the Gospel testifies that a single man was able to carry it."""" My problem with the Bible, is that there is so many extraordinary stories, that it makes it hard to figure out if there is any credibility at all. Jonah and the whale, turning water into wine, walking on water, parting the red sea, a virgin birth, resurrection, and so forth. To boot, the bible has been translated a bunch of times. It took 1,600 years to write the Bible. [2] I just can't see the Bible as a historically accurate piece of literature. Then, some of the historical facts of the bible have been disproved, like the exodus from Egypt. ""Similarly, although some of the events in both the Old and New Testaments are recorded in history, the Biblical writers make a hash of it. Historians generally believe that there was no exodus of Jewish slaves out of Egypt as described in the Bible, "" [3] Impact, the Bible credibility seems questionable at best. Sources. 0. 1. 2. 3.",
